,序号,类别代号,产品分类,产品名称,判定结果,不合格项目分类,不合格项目,不合格规范列,检测数值,法规限制,规格型号,商标,生产日期,生产企业名称,生产企业地址,生产省份代码,生产省份,抽样单位名称,抽样单位代码,抽样单位地址,通报时间,通报文号,通报单位,措施,来源链接,来源链接.1,检验项目,抽检代码,抽检级别,检验机构,标准,备注
1668,1669,4,粮食及其制品-->其他类,玉米面粉,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,51ug/kg,≤20 ug/kg,25kg/袋,王永福,2017-02-28,山东晶谷粮油有限公司,山东省菏泽市曹县郑庄街道办事处曹郡路西侧孔庄北,2,山东,山东晶谷粮油有限公司,2,山东省菏泽市曹县郑庄街道办事处曹郡路西侧孔庄北,2018-04-11,2018年第17期,山东市场监管局,对上述抽检中发现的不合格产品，企业所在地食品药品监管部门按照《中华人民共和国食品安全法》的规定，责令企业及时采取下架、召回等措施。省食品药品监管局要求上述不合格食品生产企业所在地食品药品监管部门对生产不合格产品的企业进行立案调查，查明生产不合格产品的批次、数量和原因，制定整改措施,http://news.foodmate.net/2018/04/464695.html,,铅（以Pb计）、赭曲霉毒素A,2,省抽,泰安市食品药品检验检测中心,GB 2761-2017,
1669,1670,18,炒货及坚果制品-->坚果籽类,花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,63.5μg/kg,≤20μg/kg,散装称重,/,,/,/,0,不详,巩义市海惠购物广场,0,芝田镇芝田村,2018-04-11,豫食药监通告〔2018〕30号,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品药品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、洛阳、安阳、新乡、焦作、许昌、漯河、三门峡、商丘、信阳、周口、驻马店、巩义、兰考、滑县、永城食品药品监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处,http://news.foodmate.net/2018/04/464460.html,,苯醚甲环唑、大肠菌群、多菌灵、二氧化硫残留量、镉(以Cd计)、过氧化值(以脂肪计)、黄曲霉毒素B1、氯菊酯、铅(以Pb计)、酸价(以脂肪计)、烯草酮、溴氰菊酯,2,省抽,河南出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1670,1671,18,炒货及坚果制品-->坚果籽类,小花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,163μg/kg,≤20μg/kg,散装称重,/,,/,/,0,不详,沈丘县泰安路好日子生活广场,0,沈丘县槐店镇泰安东路,2018-04-11,豫食药监通告〔2018〕30号,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品药品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、洛阳、安阳、新乡、焦作、许昌、漯河、三门峡、商丘、信阳、周口、驻马店、巩义、兰考、滑县、永城食品药品监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处,http://news.foodmate.net/2018/04/464460.html,,苯醚甲环唑、大肠菌群、多菌灵、二氧化硫残留量、镉(以Cd计)、过氧化值(以脂肪计)、黄曲霉毒素B1、氯菊酯、铅(以Pb计)、酸价(以脂肪计)、烯草酮、溴氰菊酯,2,省抽,河南出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1671,1672,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,178μg/kg,≤20μg/kg,散装称重,——,2017-09-20,杨奎,——,0,不详,枣庄市台儿庄贵诚购物中心有限公司邻里中心,2,山东省枣庄市台儿庄区箭道街西侧、台十七路南侧、兰祺河东侧,2018-04-08,2018年第16期,山东市场监管局,对上述抽检中发现的不合格产品，抽样场所所在地市级食品药品监管部门按照《中华人民共和国食品安全法》的规定，已采取责令企业及时下架、召回等相关措施。标称省外生产的不合格产品信息已通报相关省级食品药品监管部门,http://news.foodmate.net/2018/04/464060.html,,克仑特罗、沙丁胺醇、莱克多巴胺、呋喃唑酮代谢物、呋喃它酮代谢物、呋喃西林代谢物、呋喃妥因代谢物、土霉素、金霉素、四环素、多西环素、氟苯尼考、挥发性盐基氮、磺胺类、恩诺沙星、孔雀石绿、氯霉素、氟苯尼考、镉、甲基汞、无机砷、铬、多氯联苯、苯醚甲环唑、敌敌畏、毒死蜱、对硫磷、氟氯氰菊酯和高效氟氯氰菊酯、甲胺磷、克百威、乐果、联苯菊酯、氯氟氰菊酯和高效氯氟氰菊酯、氯菊酯、涕灭威、辛硫磷、溴氰菊酯、氧乐果、氯氰菊酯和高效氯氰菊酯、甲拌磷、阿维菌素、百菌清、吡虫啉、对硫磷、腐霉利、甲胺磷、甲氰菊酯、六六六、酸价、过氧化值、二氧化硫残留量、大肠菌群、2，4-滴、苯醚甲环唑、多菌灵、联苯肼酯、四螨嗪、亚胺硫磷、氯丹等,2,省抽,山东格林检测股份有限公司,GB 2761-2017,
1672,1673,18,炒货及坚果制品-->坚果籽类,花生仁,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,1.30×10<sup>3</sup>μg/kg,≤20μg/kg,散装,——,2017-10-22,思硕杂粮,滨城区杨柳雪镇墨集村,2,山东,滨州经济技术开发区艳红果蔬超市,2,山东省滨州经济技术开发区里则办事处幸福路东侧,2018-04-08,2018年第16期,山东市场监管局,对上述抽检中发现的不合格产品，抽样场所所在地市级食品药品监管部门按照《中华人民共和国食品安全法》的规定，已采取责令企业及时下架、召回等相关措施。标称省外生产的不合格产品信息已通报相关省级食品药品监管部门,http://news.foodmate.net/2018/04/464060.html,,克仑特罗、沙丁胺醇、莱克多巴胺、呋喃唑酮代谢物、呋喃它酮代谢物、呋喃西林代谢物、呋喃妥因代谢物、土霉素、金霉素、四环素、多西环素、氟苯尼考、挥发性盐基氮、磺胺类、恩诺沙星、孔雀石绿、氯霉素、氟苯尼考、镉、甲基汞、无机砷、铬、多氯联苯、苯醚甲环唑、敌敌畏、毒死蜱、对硫磷、氟氯氰菊酯和高效氟氯氰菊酯、甲胺磷、克百威、乐果、联苯菊酯、氯氟氰菊酯和高效氯氟氰菊酯、氯菊酯、涕灭威、辛硫磷、溴氰菊酯、氧乐果、氯氰菊酯和高效氯氰菊酯、甲拌磷、阿维菌素、百菌清、吡虫啉、对硫磷、腐霉利、甲胺磷、甲氰菊酯、六六六、酸价、过氧化值、二氧化硫残留量、大肠菌群、2，4-滴、苯醚甲环唑、多菌灵、联苯肼酯、四螨嗪、亚胺硫磷、氯丹等,2,省抽,青岛谱尼测试有限公司,GB 2761-2017,
1673,1674,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,499μg/kg,≤ 20μg/kg,散装称重,/,,/,/,0,不详,淮阳县润德商业管理有限公司,0,陈州路东段,2018-04-04,2018年第13期,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品药品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、洛阳、平顶山、安阳、焦作、鹤壁、许昌、漯河、三门峡、周口、驻马店、兰考、永城食品药品监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处,http://news.foodmate.net/2018/04/463884.html,,苯醚甲环唑、大肠菌群、多菌灵、二氧化硫残留量、镉(以Cd计)、过氧化值(以脂肪计)、黄曲霉毒素B1、氯菊酯、铅(以Pb计)、酸价(以脂肪计)、烯草酮、溴氰菊酯,2,省抽,河南出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1674,1675,18,炒货及坚果制品-->坚果籽类,红花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,38.5μg/kg,≤20μg/kg,散装称重,/,2017-11-01,/,/,0,不详,郫县世纪摩尔副食超市,0,郫县犀浦镇龙吟路230号合能.四季城8号楼1-2层,2018-03-22,2018年第13号,四川市场监管局,对上述监督抽检中发现的不合格产品，生产经营者所在地食品药品监管部门已按照《中华人民共和国食品安全法》、《食品安全抽样检验管理办法》等规定开展核查处置，责令违法生产经营者下架、召回不合格产品，彻查问题原因并全面整改。成都、泸州、绵阳、广元、遂宁、内江、乐山、南充、宜宾、广安、达州、资阳市食品药品监管部门应在2018年6月22日前向省食品药品监督管理局报告核查处置情况并向社会公布,http://news.foodmate.net/2018/03/462451.html,,酸价（以脂肪计）、过氧化值（以脂肪计）、糖精钠（以糖精计）、甜蜜素（以环己基氨基磺酸计）、三氯蔗糖、纽甜、二氧化硫残留量、滑石粉、黄曲霉毒素B1、大肠菌群、霉菌、沙门氏菌、铅（以Pb计）等项目。根据产品标签标识、明示标准及质量要求，决定具体检验项目,2,省抽,四川省食品药品检验检测院,GB 2761-2017,
1675,1676,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,52.7μg/kg,≤  20μg/kg,散装称重,/,2017-12-14,/,/,0,不详,河南省新乡市牧野区乐万家日日鲜超市,0,中原路181号黎明大厦一楼门面房,2018-03-21,豫食药监通告〔2018〕23号,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、洛阳、平顶山、安阳、新乡、焦作、许昌、漯河、南阳、商丘、信阳、济源食品药品监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处,http://news.foodmate.net/2018/03/462182.html,,苯醚甲环唑、大肠菌群、多菌灵、二氧化硫残留量、镉(以Cd计)、过氧化值(以脂肪计)、黄曲霉毒素B1、氯菊酯、铅(以Pb计)、酸价(以脂肪计)、烯草酮、溴氰菊酯,2,省抽,河南出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1676,1677,5,食用油脂及其制品-->食用植物油,"现场压榨油
(花生油)",不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,139 μg/kg,≤20μg/kg,散装,/,2017-11-03,嘉兴市南湖区大桥云彩农产品经营部,嘉兴市南湖区大桥镇天香农贸市场内侧门面(随市场协议),7,浙江,嘉兴市南湖区大桥云彩农产品经营部(杨彩云),7,嘉兴市南湖区大桥镇天香农贸市场内侧门面(随市场协议),2018-03-09,浙江省食品2018年第12期,浙江市场监管局,对抽检中发现的不合格产品，浙江省食品药品监督管理局已要求嘉兴、湖州等市场监督管理局责令生产企业查清产品流向，召回不合格产品，分析原因进行整改，并依法予以查处。要求杭州、宁波、嘉兴等市场监督管理局责令流通环节有关单位立即采取下架等措施，控制风险，并依法予以查处。不合格食品生产经营者所在地市级市场监督管理部门3个月内向浙江省食品药品监督管理局报告查处情况并向社会公布,http://news.foodmate.net/2018/03/461488.html,,酸值/酸价（KOH）、过氧化值、总砷、铅、溶剂残留量、苯并[a]芘、丁基羟基茴香醚（BHA）、二丁基羟基甲苯（BHT）、特丁基对苯二酚（TBHQ）、没食子酸丙酯（PG）、黄曲霉毒素B1,2,省抽,宁波出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1677,1678,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,43.4μg/kg,≤20μg/kg,散装,/,,/,/,0,不详,永城市苏果百货有限公司,0,东城区芒山路南段永宿路口,2018-03-07,2018年第9期,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，已要求郑州、洛阳、平顶山、安阳、新乡、焦作、濮阳、许昌、漯河、南阳、商丘、周口、驻马店、济源、永城食品药品监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处,http://news.foodmate.net/2018/03/460430.html,,酸价（以脂肪计）（脂肪含量低的蚕豆、板栗类食品不作要求）、过氧化值（以脂肪计）（脂肪含量低的蚕豆、板栗类食品不作要求）、糖精钠、甜蜜素、三氯蔗糖、纽甜、二氧化硫残留量、滑石粉、黄曲霉毒素 B 1（豆类食品不检测）、大肠菌群、霉菌（仅烘炒工艺加工的熟制产品检测）、沙门氏菌（仅腌制果仁类预包装食品检测）、铅（以 Pb 计）,2,省抽,河南出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1678,1679,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,36.6μg/kg,≤20μg/kg,/,/,2017-11-01,/,/,0,不详,昌江石碌便民花生加工厂,17,海南省昌江县石碌镇,2018-02-22,2018年第七期,海南市场监管局,对上述抽检中发现的不合格产品，各级食品药品监管部门已经采取措施依法查处，督促生产经营者立即封存、下架和召回不合格产品，及时查找问题原因、化解风险。并加强对生产经营企业的日常监管，加大跟踪抽检力度，防控食品安全风险。不合格样品的核查处置结果将在相关市县食药监管局官网予以公示,http://news.foodmate.net/2018/02/458329.html,,酸价、过氧化值、溶剂残留量、总砷、铅、黄曲霉毒素B1、苯并[a]芘、丁基羟基茴香醚、二丁基羟基甲苯、特丁基对苯二酚、没食子酸丙酯,2,省抽,深圳市计量质量检测研究院,GB 2761-2017,
1679,1680,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,35.4μg/kg,≤20μg/kg,/,/,2017-10-12,/,/,0,不详,昌江石碌益民榨油坊,17,海南省昌江县石碌镇,2018-02-22,2018年第七期,海南市场监管局,对上述抽检中发现的不合格产品，各级食品药品监管部门已经采取措施依法查处，督促生产经营者立即封存、下架和召回不合格产品，及时查找问题原因、化解风险。并加强对生产经营企业的日常监管，加大跟踪抽检力度，防控食品安全风险。不合格样品的核查处置结果将在相关市县食药监管局官网予以公示,http://news.foodmate.net/2018/02/458329.html,,酸价、过氧化值、溶剂残留量、总砷、铅、黄曲霉毒素B1、苯并[a]芘、丁基羟基茴香醚、二丁基羟基甲苯、特丁基对苯二酚、没食子酸丙酯,2,省抽,深圳市计量质量检测研究院,GB 2761-2017,
1680,1681,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,139μg/kg,≤20μg/kg,散装,/,2017-10-22,/,/,0,不详,琼中新进崇平榨油加工坊,17,海南省琼中县黎母山镇,2018-02-22,2018年第七期,海南市场监管局,对上述抽检中发现的不合格产品，各级食品药品监管部门已经采取措施依法查处，督促生产经营者立即封存、下架和召回不合格产品，及时查找问题原因、化解风险。并加强对生产经营企业的日常监管，加大跟踪抽检力度，防控食品安全风险。不合格样品的核查处置结果将在相关市县食药监管局官网予以公示,http://news.foodmate.net/2018/02/458329.html,,酸价、过氧化值、溶剂残留量、总砷、铅、黄曲霉毒素B1、苯并[a]芘、丁基羟基茴香醚、二丁基羟基甲苯、特丁基对苯二酚、没食子酸丙酯,2,省抽,深圳市计量质量检测研究院,GB 2761-2017,
1681,1682,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,314μg/kg,≤20μg/kg,/,/,2017-11-02,保亭保城佳伊商行,保亭县西环路奥兰花园2号楼103号商铺,17,海南,保亭保城佳伊商行,17,保亭县西环路奥兰花园2号楼103号商铺,2018-02-22,2018年第七期,海南市场监管局,对上述抽检中发现的不合格产品，各级食品药品监管部门已经采取措施依法查处，督促生产经营者立即封存、下架和召回不合格产品，及时查找问题原因、化解风险。并加强对生产经营企业的日常监管，加大跟踪抽检力度，防控食品安全风险。不合格样品的核查处置结果将在相关市县食药监管局官网予以公示,http://news.foodmate.net/2018/02/458329.html,,酸价、过氧化值、溶剂残留量、总砷、铅、黄曲霉毒素B1、苯并[a]芘、丁基羟基茴香醚、二丁基羟基甲苯、特丁基对苯二酚、没食子酸丙酯,2,省抽,深圳市计量质量检测研究院,GB 2761-2017,
1682,1683,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,178μg/kg,≤20μg/kg,/,/,2017-10-21,/,/,0,不详,儋州兰洋宁勇花生油小作坊,17,海南省儋州市兰洋镇,2018-02-22,2018年第七期,海南市场监管局,对上述抽检中发现的不合格产品，各级食品药品监管部门已经采取措施依法查处，督促生产经营者立即封存、下架和召回不合格产品，及时查找问题原因、化解风险。并加强对生产经营企业的日常监管，加大跟踪抽检力度，防控食品安全风险。不合格样品的核查处置结果将在相关市县食药监管局官网予以公示,http://news.foodmate.net/2018/02/458329.html,,酸价、过氧化值、溶剂残留量、总砷、铅、黄曲霉毒素B1、苯并[a]芘、丁基羟基茴香醚、二丁基羟基甲苯、特丁基对苯二酚、没食子酸丙酯,2,省抽,初检机构为深圳市计量质量检测研究院|复检机构为成都市食品药品检验研究院,GB 2761-2017,公示为复检结果
1683,1684,5,食用油脂及其制品-->食用植物油,噜吽浓香花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,87.6μg/kg,≤20μg/kg,250mL/瓶,噜吽+图形,2017-11-27,海南新意农业旅游开发有限公司,海南省屯昌县西昌镇南熙村后牛加尾园,17,海南,海口国兴大润发商业有限公司,17,海南省海口市美兰区国兴大道63号,2018-02-11,2018年第34号,国家市场监管总局,根据《食品安全抽样检验管理办法》（国家食品药品监督管理总局令第11号）第三十九条规定，食品生产经营者在申请复检期间和真实性异议审核期间，不得停止履行立即封存库存问题食品，暂停生产、销售和使用问题食品等控制食品安全风险的义务。对抽检中发现的不合格产品，国家食品药品监督管理总局已通报相关省份依法予以查处，并要求河北、山西、内蒙古、湖北、湖南、广东、广西、海南、重庆、云南、甘肃等省（区、市）食品药品监督管理局责令食品生产企业查清产品流向、召回不合格产品、分析原因进行整改；要求山西、内蒙古、浙江、福建、湖南、广东、广西、海南、重庆、四川、新疆等省（区、市）食品药品监督管理局责令食品经营环节有关单位立即采取下架等措施控制风险；要求浙江省食品药品监督管理局责令网络食品交易平台对不合格产品立即采取下架等措施控制风险。不合格食品生产经营者、网络食品交易平台所在地省级食品药品监管部门自通告发布之日起7日内向社会公布风险防控措施，3个月内向国家食品药品监督管理总局报告核查处置情况并向社会公布,http://news.foodmate.net/2018/02/457915.html,,总砷（以As计）、铅（以Pb计）、酸值/酸价、过氧化值、苯并［a］芘、溶剂残留量、丁基羟基茴香醚（BHA）、二丁基羟基甲苯（BHT）、特丁基对苯二酚（TBHQ）、没食子酸丙酯（PG）、黄曲霉毒素B1,1,国抽,国家糖业质量监督检验中心（广东省制糖产品质量监督检验站）,GB 2761-2017,"加工工艺：
压榨
 质量等级：
一级。
尚未收到企业书面异议申请。"
1684,1685,18,炒货及坚果制品-->坚果籽类,花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,240 μg/kg,≤20 μg/kg,散装称重,/,2017-10-22,/,/,0,不详,太原市小店区金谷子杂粮店,20,山西,2018-02-05,2018年第7期,山西市场监管局,针对上述抽检中发现的不合格产品，我局已按照《中华人民共和国食品安全法》的规定，已通报农业部门，并责成相关市局及时进行核查处置，采取封存、下架、召回问题产品等措施防控食品安全风险，督促企业查找原因，消除隐患,http://news.foodmate.net/2018/02/457300.html,,铅、镉、多菌灵、苯醚甲环唑、氯菊酯、溴氰菊酯、酸价、过氧化值、二氧化硫、黄曲霉毒素B1,1,国抽,山西出入境检验检疫局技术中心,GB 2761-2017,
1685,1686,4,粮食及其制品-->其他类,薏米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,9.47μg/kg,≤5.0μg/kg,350g/袋,甸禾+图案,2017-08-15,深圳市瑞利来实业有限公司龙岗食品厂,深圳市龙岗区平湖街道白坭坑社区皋平路3号第二栋,1,广东,广东华南通商贸发展有限公司揭阳分公司,1,揭阳市黄岐山大道以东环市北路以南御景花园西片,2018-02-01,2018年第6期 总149期,广东市场监管局,广东省食品药品监督管理局要求相关市（区）食品药品监管部门及时对不合格食品及其生产经营者进行调查处理，责令企业查清产品流向，召回不合格产品，并分析原因进行整改；并要求经营单位立即采取下架等措施，控制风险，并依法予以查处。以此督促企业履行法定义务，并将相关情况记入食品生产经营者食品安全信用档案。查处情况由企业所在地负责案件查办的市、县食品药品监督管理部门按规定公开，有关信息可在我省相关市、县食品药品监督管理局网站上查询,http://news.foodmate.net/2018/02/457188.html,,铅（以Pb计）、镉（以Cd计）、总砷（以As计）（糙米除外）、总汞（以Hg计）（限糙米）、无机砷（以As计）（限糙米）、黄曲霉毒素B1、赭曲霉毒素A、甲基毒死蜱、溴氰菊酯、苯醚甲环唑（限糙米）,1,国抽,深圳出入境检验检疫局食品检验检疫技术中心,GB 2761-2017,
1686,1687,31,餐饮环节产品-->其他餐饮环节产品,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,28μg/kg,≤20μg/kg,/,/,2017-10-31,/,/,0,不详,江西金源国际大酒店有限公司,18,江西省上饶市余干县玉亭镇沿湖路,2018-01-31,2018年第5期,江西市场监管局,,http://news.foodmate.net/2018/02/457731.html,,铅、滑石粉、二氧化硫残留量、糖精钠、环己基氨基磺酸钠（甜蜜素）、乙酰磺胺酸钾（安赛蜜）、酸价、过氧化值、大肠菌群、沙门氏菌、霉菌,2,省抽,江西省药品检验检测研究院,GB 2761-2017,
1687,1688,31,餐饮环节产品-->其他餐饮环节产品,油炸花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,129μg/kg,≤20μg/kg,/,/,2017-10-11,/,/,0,不详,江西绿山河餐饮有限公司,0,青原区和气路西侧,2018-01-31,2018年第5期,江西市场监管局,,http://news.foodmate.net/2018/02/457731.html,,铅、滑石粉、二氧化硫残留量、糖精钠、环己基氨基磺酸钠（甜蜜素）、乙酰磺胺酸钾（安赛蜜）、酸价、过氧化值、大肠菌群、沙门氏菌、霉菌,2,省抽,江西省药品检验检测研究院,GB 2761-2017,
1688,1689,31,餐饮环节产品-->其他餐饮环节产品,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,83μg/kg,≤20μg/kg,/,/,2017-09-26,/,/,0,不详,袁州区城西叁个厨子菜馆,18,宜春市袁州区朝阳路171号附1号1层1-5后号,2018-01-31,2018年第5期,江西市场监管局,,http://news.foodmate.net/2018/02/457731.html,,铅、滑石粉、二氧化硫残留量、糖精钠、环己基氨基磺酸钠（甜蜜素）、乙酰磺胺酸钾（安赛蜜）、酸价、过氧化值、大肠菌群、沙门氏菌、霉菌,2,省抽,江西省药品检验检测研究院,GB 2761-2017,
1689,1690,6,调味品-->酱及酱制品,农家大豆酱,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,6.26µg/kg,≤5.0µg/kg,100g/袋,佐家＋图形商标,2017-08-21,吉林市丰满区旺源大豆酱厂,吉林市丰满区石井沟街百顺路12号,28,吉林,敦化市中心城大卖场亿洋城店,28,吉林省延边朝鲜族自治州敦化市渤海街紫钰家园区,2018-01-22,2018年第2期,吉林市场监管厅,对上述抽检中发现的不合格产品，企业所在地吉林市、延边州食品药品监管部门已按照《中华人民共和国食品安全法》的规定，责令企业查清产品流向，召回不合格产品，并分析原因进行整改；经营单位所在地延边州食品药品监管部门已要求有关单位立即采取下架等措施，控制风险，并依法予以查处,http://news.foodmate.net/2018/01/455770.html,,总砷、铅、苯甲酸、山梨酸、脱氢乙酸、糖精钠、甜蜜素、菌落总数、大肠菌群、金黄色葡萄球菌、沙门氏菌、碱性橙Ⅱ、碱性橙21、碱性橙,1,国抽,吉林出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1690,1691,6,调味品-->酱及酱制品,溢坛香农家酱,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,8.62µg/kg,≤5.0µg/kg,100g,溢坛香,2017-08-10,吉林市丰满区旺源大豆酱厂,吉林市丰满区石井沟街百顺路12号,28,吉林,敦化市中心城大卖场亿洋城店,0,敦化市渤海街紫钰家园C区,2018-01-22,2018年第2期,吉林市场监管厅,对上述抽检中发现的不合格产品，企业所在地吉林市、延边州食品药品监管部门已按照《中华人民共和国食品安全法》的规定，责令企业查清产品流向，召回不合格产品，并分析原因进行整改；经营单位所在地延边州食品药品监管部门已要求有关单位立即采取下架等措施，控制风险，并依法予以查处,http://news.foodmate.net/2018/01/455770.html,,总砷、铅、苯甲酸、山梨酸、脱氢乙酸、糖精钠、甜蜜素、菌落总数、大肠菌群、金黄色葡萄球菌、沙门氏菌、碱性橙Ⅱ、碱性橙21、碱性橙,1,国抽,吉林出入境检验检疫局检验检疫技术中心,GB 2761-2017,
1691,1692,31,餐饮环节产品-->其他餐饮环节产品,花生制品（油炸花生）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,≤35μg/kg,20μg/kg,/,/,2017-04-13,/,/,0,不详,太原市如一坊酒店迎泽大街店,20,山西省太原市迎泽区迎泽大街388号西侧裙楼,2018-01-17,2018年第4期,山西市场监管局,针对上述抽检中发现的不合格产品，我局已按照《中华人民共和国食品安全法》的规定，责成相关市局及时进行核查处置，采取封存、下架、召回不合格产品等措施防控食品安全风险，督促企业查找原因，消除隐患,http://news.foodmate.net/2018/01/455318.html,,黄曲霉毒素B1,1,国抽,山西省食品药品检验所,GB 2761-2017,生产日期为抽样日期
1692,1693,31,餐饮环节产品-->其他餐饮环节产品,花生制品（水煮花生）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,≤48μg/kg,20μg/kg,/,/,2017-04-06,/,/,0,不详,太原市如一坊酒店,20,山西省太原市高新技术开发区学府街106号20号楼一、二层,2018-01-17,2018年第4期,山西市场监管局,针对上述抽检中发现的不合格产品，我局已按照《中华人民共和国食品安全法》的规定，责成相关市局及时进行核查处置，采取封存、下架、召回不合格产品等措施防控食品安全风险，督促企业查找原因，消除隐患,http://news.foodmate.net/2018/01/455318.html,,黄曲霉毒素B1,1,国抽,山西省食品药品检验所,GB 2761-2017,生产日期为抽样日期
1693,1694,18,炒货及坚果制品-->坚果籽类,白皮花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,254μg/kg,≤20μg/kg,称重,/,2017-11-24,/,/,0,不详,中百仓储超市有限公司蔡甸金家店,19,武汉市蔡甸区蔡甸街独山村金家上城,2018-01-04,2018年第1期,湖北市场监管局,对抽检中发现的不合格产品，湖北省食品药品监督管理局已要求武汉、宜昌、襄阳、荆州、荆门、孝感、恩施和天门食品药品监管部门按照《中华人民共和国食品安全法》的规定，督促生产经营者立即封存、下架和召回不合格产品，并对不合格产品的生产经营者进一步调查处理，查明不合格产品的批次、数量和原因，制定整改措施,http://news.foodmate.net/2018/01/454245.html,,铅（以Pb计）、镉（以Cd计）、酸价（以脂肪计）、过氧化值（以脂肪计）、二氧化硫残留量、大肠菌群、黄曲霉毒素B1、苯醚甲环唑、氯菊酯、烯草酮、溴氰菊酯、多菌灵,1,国抽,武汉食品化妆品检验所,GB 2761-2017,
